Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitute,Langitute
GR 49 $M ,Umiviiarsuk (V 52a),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12393)",,,,M,,,trä,trä,garnvinda?,,
GR 50 M ,Umiviiarsuk (V 52a),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12467)",,,,M,,,trä,trä,tallrik,,
GR 51 $M ,Umiviiarsuk (V 52a),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12487)",,spegelvänt þ translittererad e,,M,,,trä,trä,fiskformat radband eller amulett,,
GR 52 $M ,Umiviiarsuk (V 52a),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12510)",,,,M,,,ben/horn,ben,handtag,,
GR 53 M ,Umiviiarsuk (V 52a),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12511)",,,,M,,,trä,trä,träpinne,,
GR 54 M ,Illutalik,,Østerbygd (Grönland),Qeqqata,"Nationalmuseet, København (L15-626)",,spegelvänd k-runa,,M,,,sten,täljsten,sländtrissa,,
GR 55 M ,Ujarassuit/Anavik (V7),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12559,83)",,,,M,,,sten,täljsten,vävvikt,,
GR 56 $M ,Vesterbygd (V53d/Austmannadal),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12809,467)",,,,M,,,trä,trä,"pinne, amulett",,
GR 57 $M ,Vesterbygd (V53d/Austmannadal),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12809,223)",,,,M,,,trä,trä,fragment av svarvad skål,,
GR 58 M ,Vesterbygd (V53d/Austmannadal),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12809,134)",,,,M,,,trä,trä,skål,,
GR 59 M ,Vesterbygd (V53d/Austmannadal),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12809)",,,,M,,,trä,trä,skål,,
GR 60 M ,Tungmeralik (V 35),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12815)",,,,M,,,trä,trä,trästycke,,
GR 61 M ,Nipaatsoq (V 54),,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands Landsmuseum, Nuuk/Godthåb) (GLM 991x316)",,,,M,,,ben/horn,ben,fragment av pryl,,
GR 62 M ,"Niviarsiat, Qasinguit (V 23b)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands Nationalmuseum, Nuuk) (KNK 1106x1)",,,,M,,,sten,täljsten,handtag,,
GR 63 M ,"Narsarmijit/Frederiksdal (flyttad från Ikigaat/Herjolfsnes, Ø 111?)",,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København",,,,M,,,sten,sten,kvadersten,,
GR 64 †M ,"Narsarsuaq, Uunartoq (Ø 149)",,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D1-1991-27)",,"Knutrunor, upprepat med vanliga runor.",,M,,,trä,trä,skedskaft,,
GR 65 M ,"Narsarsuaq, Uunartoq (Ø 149)",,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D1-1991-37)",,stol-s,,M,,,trä,furu,tunnstav,,
GR 66 M ,"Narsarsuaq, Uunartoq (Ø 149)",,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D1-1991-175)",,,,M,,,trä,en,"pinne, amulett?",,
GR 67 M ,Vatnahverfi (Ø 71),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D-23-1991-225)",,,,M,,,ben/horn,valben,valbensskaft,,
GR 68 M ,Vatnahverfi (Ø 71),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D-23-1991-269)",,,,M,,,sten,täljsten,platta,,
GR 69 M ,Vatnahverfi (Ø 70),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D22-1991-69)",,,,M,,,sten,täljsten,täljstensfragment,,
GR 70 M ,Vatnahverfi (Ø 167),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D24-1991-30)",,,,M,,,sten,täljsten,fragment av sländtrissa,,
GR 71 M ,Vatnahverfi (Ø 167),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D24-1991-250)",,,,M,,,ben/horn,ben,runben,,
GR 72 M ,Vatnahverfi (Ø 167),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D24-1991-240)",,,,M,,,sten,täljsten,fragment av skål eller vävvikt,,
GR 73 M ,Vatnahverfi (Ø 70),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D22-1991-21)",,,,M,,,sten,täljsten,fragment av skål eller vävvikt,,
GR 74 M ,Vatnahverfi (Ø 167),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D24-1991-130b)",,,,M,,,sten,täljsten,fragment av vävvikt,,
GR 75 M ,Vatnahverfi/Tasersuaq (Ø 171),,Østerbygd (Grönland),Kujalleq,okänd,,,,M,,,trä,trä,korsarm(?),,
GR 76  ,Narsaq 1 (Ø 17a),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D5/1992-1)",,kortkvist-s,,V ca 1000,,,trä,trä,pinne,,
GR 77 M ,Narsaq 2 (Ø 17a),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D5/1992-2)",,,,M,,,trä,trä,"fragment av kniv?, sked?",,
GR 78 M ,Narsaq 3 (Ø 17a),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D5/1992-3)",,,,M,,,trä,trä,tillskuret trästycke,,
GR 79 M ,Narsaq 4 (Ø 17a),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D5/1992-4)",,,,M,,,trä,trä,träbit,,
GR 80 M ,Vatnahverfi (Ø 167),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D 24/1991-103 eller D 24/1991-30)",,,,M,,,sten,täljsten,vävvikt(?),,
GR 81 M ,Narsaq (Ø 17a),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D5/1992-6)",,,,M,,,sten,täljsten,vävvikt,,
GR 82 M ,Narsaq (Ø 42),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D232-1980)",,,,M,,,sten,täljsten,vävvikt eller nätsänke,,
GR 83 M ,Qorlortup Itinnera (Ø 34),,Østerbygd (Grönland),Kujalleq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk, Narsaq museum (Nrq 93/28x25)",,,,M,,,trä,trä,"pinne, amulett?",,
GR 84 M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x964)",,,,M,,,trä,trä,radband?,,
GR 85 M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x1129)",,,,M,,,ben/horn,valben,spade,,
GR 86 M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950×1158)",,,,M,,,trä,trä,tillskuret trästycke,,
GR 87 M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x1201)",,,,M,,,trä,trä,"träfragment, pinne",,
GR 88 $M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x2460)",,,,M,,,trä,trä,botten av skål,,
GR 89 M ,Ipiutaq (Ø 21),,Østerbygd (Grönland),Kujalleq,"Nationalmuseet, København (D39/2010)",,,,M,,,sten,täljsten,"platta, vävvikt?, amulett?",,
GR 90 M ,Qeqertanguaq/Lilleø,,Vesterbygd (Grönland),Sermersooq,,,,,M,,,sten,täljsten,fast berg,,
GR 91 M ,okänd,,,,"Nationalmuseet, København (A 426)",,,,M,,,sten,täljsten,vävvikt(?),,
GR 92 M ,Ujarassuit/Anavik (V 7),,Vesterbygd (Grönland),Sermersooq,"Nationalmuseet, København (D12559), Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (04x1041)",,,,M,,,sten,täljsten,sten,,
GR NOR1997;10A M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x2917)",,b-runa med enbart nedre bågen,,M ca 1350 (arkeologisk datering),,,ben/horn,valben,valben,,
GR NOR1997;10B M ,"""Gården under sandet"" (64V2-III-555)",,Vesterbygd (Grönland),Sermersooq,"Nunatta Katersugaasiviata Allagaateqarfiatalu, Nuuk (Grønlands nationalmuseum & arkiv) (KNK 1950x3348)",,"första runan en knutruna, följd av bandrunor",,M,,,trä,trä,lock(?),,
